ID,nome,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
5A52,Adriano Altair de Oliveira Junior,Masculino,39,Pardo,Pos graduacao,DF,4,Recursos Humanos,Analista Senior
D543,Martin da Paz de Alvares,Masculino,25,Pardo,Mestrado,RO,7,Contabilidade,Gerente
7C64,Vinicius Hamilton Izey,Masculino,29,Preto,Ensino Superior,CE,9,Desenvolvimento de Produtos,Analista Pleno
BDF3,Olga Eloa de Ferraz dos Santos,Feminino,40,Branco,Mestrado,BA,4,Recursos Humanos,Analista Junior
55FB,Nicolas de Freitas,Masculino,30,Pardo,Ensino Superior,MT,14,Compras,Analista Junior
C3DF,Leo Jonas de Sobral Pohi,Masculino,30,Pardo,Ensino Superior,SC,3,Contabilidade,Analista Pleno
51C5,Gabriel de Barbosa da Silva do Espirito Santo,Masculino,38,Branco,Ensino Superior,TO,5,Vendas,Analista Junior
5DB9,Ademar Rosa Otera de Alves,Masculino,19,Pardo,Ensino Superior,RJ,5,Administrativo,Gerente
FCEB,Alex de Pereira,Masculino,28,Amarelo,Ensino Superior,GO,7,Compras,Analista Junior
424D,Fernando Yame,Masculino,38,Pardo,Mestrado,AP,7,Vendas,Analista Junior
D4DB,Sebastiao de Cabral Pleji Penedo,Masculino,30,Branco,Ensino Superior,PE,6,Marketing,Analista Junior
13CD,Ederson Decio Bebanese de Sa,Masculino,40,Indigena,Ensino Superior,MS,5,Vendas,Analista Junior
9334,Hugo da Silva,Masculino,42,Preto,Ensino Superior,SC,5,Administrativo,Analista Senior
7AEA,Fernanda de Sampaio,Feminino,33,Branco,Mestrado,CE,8,TI,Analista Pleno
B6BE,Jason de Moreira Gois,Masculino,19,Branco,Ensino Superior,RJ,2,Administrativo,Estagiario
180D,Altino Moises Rossi Suisos,Masculino,22,Pardo,Ensino Superior,SP,7,Recursos Humanos,Gerente
97F6,Bartolomeu Valente,Masculino,28,Branco,Ensino Superior,GO,2,Compras,Analista Senior
ED4E,Elisangela Helena de Arantes,Feminino,30,Pardo,Mestrado,SP,8,TI,Analista Pleno
397B,Benjamin Edinaldo Bezinarnman Yutsutsui,Masculino,22,Pardo,Ensino Superior,MS,4,Vendas,Analista Senior
2DB9,Kim Ayrton de Simoes Niseman Negrao,Masculino,36,Pardo,Ensino Superior,PE,6,Marketing,Analista Senior
4BA0,Elano Imuta,Masculino,22,Pardo,Mestrado,MT,3,Compras,Analista Junior
B4EE,Nathan Reginaldo Torres Emea de Cabral,Masculino,28,Preto,Ensino Superior,TO,10,Administrativo,Analista Junior
4230,Demilson Uaer Junior,Masculino,35,Branco,Ensino Superior,AL,6,Recursos Humanos,Analista Senior
6D3B,Walter Estevao de Freitas,Masculino,24,Preto,Ensino Superior,AL,0,Operacoes,Analista Junior
1E80,Marco Shigameku Neto,Masculino,30,Branco,Ensino Superior,MT,5,Compras,Analista Pleno
3D24,Nivaldo do Prado Eolarn Junior,Masculino,37,Branco,Ensino Medio,PA,8,Recursos Humanos,Analista Senior
D664,Paula Valquiria Couto,Feminino,22,Preto,Ensino Superior,SP,,Compras,Analista Junior
BC3D,Dara Gislaine Jaeman Pibowo da Silva,Feminino,35,Branco,Pos graduacao,PB,7,Vendas,Analista Pleno
8267,Juan Quico Giluson Dese,Masculino,31,Pardo,Doutorado,PB,5,Operacoes,Analista Junior
9D1B,Silvair de Paranhos Koropu,Masculino,33,Pardo,Ensino Superior,SP,12,Operacoes,Analista Pleno
746C,Raul Binfru Shipli,Masculino,19,Pardo,Doutorado,MG,,Recursos Humanos,Analista Junior
B4EF,Heloisa Teresa da Silva,Feminino,32,Branco,Doutorado,PR,3,Recursos Humanos,Analista Senior
737B,Nathan de Paula,Masculino,25,Branco,Ensino Superior,TO,4,Compras,Analista Senior
3E25,Adilson Gilberto de Machado,Masculino,33,Pardo,Ensino Medio,SP,8,Contabilidade,Analista Junior
847C,Hilton Ricardo de Alves da Silva,Masculino,22,Branco,Doutorado,AP,8,TI,Analista Junior
7202,Emanoel Damiao Mizuhawa de Cardoso,Masculino,29,Pardo,Mestrado,PB,5,Recursos Humanos,Analista Junior
B383,Paulo Bruno Ilaga Azeman de Drummond,Masculino,30,Branco,Ensino Superior,SC,1,Marketing,Gerente
AD35,Mateus de Assuncao Cetofean,Masculino,35,Branco,Ensino Superior,AL,3,TI,Gerente
C735,Baltazar Renato de Gusmoes Junior,Masculino,39,Pardo,Ensino Superior,SP,6,Compras,Analista Senior
4F63,Otavio Teles Eveple Azeson,Masculino,53,Branco,Ensino Superior,SE,5,TI,Analista Junior
8FF7,Manuela Larissa dos Pinhais de Assis Teles,Feminino,19,Pardo,Ensino Superior,MS,,Compras,Gerente
2EA7,Solange Ligia da Luz Estrada,Feminino,27,Branco,Pos graduacao,RS,0,Contabilidade,Analista Senior
25E2,Laercio Micael Neparne Mourao,Masculino,41,Pardo,Ensino Superior,DF,7,Administrativo,Analista Pleno
A399,Eric Soasvo Bexier Cagrys,Masculino,29,Branco,Ensino Superior,SC,1,Vendas,Analista Pleno
72B4,Paula Joelma Wofutsu,Feminino,38,Pardo,Ensino Superior,PB,4,Contabilidade,Gerente
94B5,Caue Nicolau Iasenilson,Masculino,25,Branco,Ensino Superior,MA,4,Vendas,Gerente
B95B,Itamar Xerxes Duque,Masculino,24,Pardo,Mestrado,AL,4,Marketing,Gerente
E841,Arnaldo Jair de Camargo,Masculino,32,Branco,Mestrado,RS,7,Compras,Analista Junior
B4F7,Tulio Iweov,Masculino,30,Branco,Ensino Superior,PB,4,Contabilidade,Analista Junior
C629,Alex Queno,Masculino,19,Preto,Ensino Superior,SC,,Recursos Humanos,Analista Pleno
50AC,Renato Joel Ilirnirnu,Masculino,22,Preto,Ensino Superior,MG,0,Administrativo,Analista Junior
807B,Helder Joao Barroso Klamatus,Masculino,43,Pardo,Ensino Superior,MA,0,Marketing,Gerente
84F4,Decio Cleberson de Pascoal,Masculino,41,Pardo,Ensino Medio,SC,11,Desenvolvimento de Produtos,Gerente
2B0D,Leopoldo Espada,Masculino,29,Pardo,Doutorado,SE,7,Recursos Humanos,Analista Senior
FB79,Reinaldo do Espirito Santo Zutege,Masculino,41,Pardo,Doutorado,RJ,10,Marketing,Analista Junior
5B19,Veronica Zara de Souza,Feminino,36,Branco,Ensino Superior,MG,5,Compras,Analista Junior
8266,Laura Naves,Feminino,34,Pardo,Ensino Superior,PB,6,Contabilidade,Analista Junior
4726,Charlene Eliomar Bama de Godoy,Feminino,36,Pardo,Ensino Superior,CE,11,Administrativo,Analista Pleno
F9CA,Sergio Ornu,Masculino,20,Branco,Doutorado,RR,,Operacoes,Analista Senior
41D2,Jairo Yakikite,Masculino,50,Pardo,Pos graduacao,AP,3,Contabilidade,Analista Pleno
8603,Michel Gopan de Lemos,Masculino,42,Pardo,Ensino Superior,ES,4,Recursos Humanos,Analista Junior
DEF7,Tatiane Lerra,Feminino,25,Pardo,Ensino Superior,SE,8,Marketing,Analista Junior
50A4,Heitor Dario Gozutomu,Masculino,29,Branco,Pos graduacao,PR,,Desenvolvimento de Produtos,Gerente
8F1C,Hercules da Silva de Souza Castelo,Masculino,30,Pardo,Ensino Medio,SP,7,Compras,Analista Senior
3BA5,Wellington de Barbosa Cenomson,Masculino,32,Branco,Ensino Superior,SP,8,Contabilidade,Analista Senior
6911,Cicera de Souza,Feminino,,Pardo,Ensino Medio,PR,4,TI,Analista Senior
BE83,Martinho Helder dos Santos de Souza,Masculino,30,Branco,Ensino Superior,MG,,Marketing,Analista Junior
9190,Alvaro Nathan Eiman dos Santos,Masculino,44,Pardo,Ensino Superior,RJ,6,Recursos Humanos,Analista Junior
1683,Mario Jose da Silva de Barbosa Bahia,Masculino,29,Pardo,Ensino Medio,RS,1,Compras,Analista Senior
0AE5,Xilena Lina de Trindade,Feminino,25,Preto,Ensino Superior,RJ,3,Operacoes,Analista Pleno
6782,Luciano Xavier da Silva Yzne,Masculino,34,Pardo,Pos graduacao,SC,3,Compras,Analista Junior
2EB3,Wesley Patrick Loazzele Tona,Masculino,18,Branco,Ensino Superior,SP,,Vendas,Estagiario
1C41,Luigi Marques,Masculino,20,Branco,Ensino Medio,PR,,Desenvolvimento de Produtos,Analista Pleno
3C93,Eric Klein de Chaves,Masculino,24,Pardo,Doutorado,MG,5,Marketing,Gerente
5614,Jose Roger Pires,Masculino,31,Branco,Ensino Medio,SP,7,Desenvolvimento de Produtos,Gerente
A8B8,Jair de Siqueira Vaz,Masculino,36,Pardo,Mestrado,RJ,8,Marketing,Analista Senior
9490,Gilberto Liurnyn Iszzo Fuan,Masculino,38,Pardo,Ensino Superior,PB,2,Contabilidade,Analista Pleno
B386,Luke de Barbosa Gois Marnlali,Masculino,41,Preto,Ensino Superior,PI,8,Administrativo,Analista Senior
4E35,Junior Reginaldo de Brito Pamoa,Masculino,22,Pardo,Mestrado,SP,,Administrativo,Estagiario
77A2,Gilberto Wellington Brasil Dutra,Masculino,42,Branco,Pos graduacao,PA,7,Desenvolvimento de Produtos,Analista Junior
45EF,Caio Charles de Menezes Yrngu,Masculino,18,Preto,Ensino Superior,SC,2,Administrativo,Analista Junior
63B5,Kevin Sanches,Masculino,20,Branco,Pos graduacao,CE,,Marketing,Analista Senior
490F,Tania Maria de Figueira,Feminino,32,Preto,Pos graduacao,AP,7,TI,Analista Pleno
24AE,Gilson Bernardo de Novais,Masculino,24,Pardo,Ensino Superior,AM,5,Vendas,Analista Senior
1873,Maria Lara Gutierrez,Feminino,29,Branco,Ensino Superior,PA,0,Recursos Humanos,Analista Junior
5AB1,Jonathas Curnlilezov,Masculino,22,Pardo,Ensino Superior,TO,0,Desenvolvimento de Produtos,Analista Junior
1975,Osorio da Silva Noztarn,Masculino,21,Pardo,Doutorado,PR,7,Contabilidade,Analista Pleno
82D1,Ezequiel Lucio Isapen Neto,Masculino,42,Branco,Ensino Superior,RJ,2,Compras,Analista Senior
8AF7,Iago Gomes,Masculino,36,Pardo,Ensino Superior,SC,3,Administrativo,Analista Senior
696D,Jonathan Urarn Teles,Masculino,21,Preto,Pos graduacao,PI,6,Operacoes,Analista Junior
9F84,Demilson Filipe Schmidt Pydredre,Masculino,26,Branco,Ensino Superior,RJ,6,Administrativo,Analista Pleno
B85D,Luiza Nubia de Macedo da Paraiba,Feminino,46,Pardo,Ensino Superior,SP,6,Administrativo,Analista Junior
E3B1,Artur da Luz,Masculino,34,Branco,Pos graduacao,RJ,9,Marketing,Analista Senior
339C,Paula Rosimeire Ymtliwiz,Feminino,40,Pardo,Ensino Superior,SP,7,Compras,Analista Junior
FBF0,Ramon Dionisio Frias,Masculino,52,Pardo,Pos graduacao,RJ,9,Marketing,Analista Pleno
E832,Decio Hamilton Cavalcante Dulphoholason de Assuncao,Masculino,29,Pardo,Ensino Superior,RJ,8,Vendas,Analista Junior
7D0C,Murilo Barnabe Gomes de Albuquerque,Masculino,21,Amarelo,Mestrado,AM,6,Marketing,Analista Pleno
C787,Marlon Couto Dlizsaman,Masculino,37,Branco,Ensino Superior,BA,9,Desenvolvimento de Produtos,Analista Junior
CC4B,Jaziel Ioan de Gusmoes,Masculino,50,Pardo,Ensino Superior,MG,1,Administrativo,Analista Junior
900C,Anakin Adilson de Meireles,Masculino,20,Pardo,Pos graduacao,MG,1,Compras,Analista Pleno
239D,Kaue Cristiano de Antunes dos Santos Urnkilin,Masculino,27,Preto,Ensino Superior,RN,10,Vendas,Analista Pleno
0716,Zeca Jimbiman Milani,Masculino,48,Preto,Ensino Superior,RR,5,Operacoes,Analista Junior
73D8,Hildebrando Sandro de Alcantara,Masculino,27,Branco,Ensino Superior,SP,4,Recursos Humanos,Analista Junior
9948,Diogo Barroso Onmi de Souza,Masculino,38,Branco,Mestrado,ES,3,Recursos Humanos,Analista Pleno
DFB5,Hercules Marcio Igreja,Masculino,22,Branco,Ensino Superior,MA,5,TI,Analista Senior
E772,Ezequiel Rai Mernolbilarn Junior,Masculino,38,Branco,Doutorado,TO,0,Desenvolvimento de Produtos,Analista Pleno
A537,Aloisio Sergio Torres,Masculino,29,Pardo,Doutorado,SP,3,Desenvolvimento de Produtos,Analista Pleno
A43C,Rogerio Martinez,Masculino,31,Branco,Ensino Superior,PB,7,Recursos Humanos,Analista Senior
0448,Thais Eliomar da Silva,Feminino,41,Branco,Pos graduacao,MG,6,Operacoes,Analista Junior
1D22,Valquiria da Silva,Feminino,29,Branco,Ensino Superior,SP,3,Marketing,Analista Junior
3330,Olga Dutra,Feminino,22,Branco,Ensino Superior,RN,,Recursos Humanos,Estagiario
2CD0,Tiago Lucas Ifepy,Masculino,20,Pardo,Ensino Superior,RJ,3,Vendas,Analista Senior
8C74,Altino Jonathan Melavic Leclanwo,Masculino,31,Branco,Pos graduacao,AC,8,Administrativo,Analista Junior
E070,Jason Osvaldo de Viana Junior,Masculino,34,Branco,Mestrado,BA,6,Vendas,Analista Junior
EAAC,Martinho de Parreira,Masculino,20,Pardo,Ensino Superior,PA,0,Operacoes,Analista Junior
B79C,Hamilton da Silva,Masculino,20,Branco,Doutorado,SP,,Vendas,Analista Junior
23C7,Helder Damiao de Iglesias,Masculino,18,Branco,Ensino Superior,AP,,Contabilidade,Analista Senior
AE80,Wesley da Silva Junior,Masculino,27,Branco,Ensino Superior,PE,8,Operacoes,Analista Senior
3EFA,Abilio Bartolomeu Gomes de Paula,Masculino,32,Pardo,Pos graduacao,PE,,TI,Analista Junior
8F4A,Adilson Gloni,Masculino,31,Pardo,Mestrado,RS,5,Operacoes,Analista Junior
D2FD,Ronaldo Isceson,Masculino,41,Branco,Ensino Superior,PA,8,TI,Analista Senior
3544,Elizabete de Santana Uidrerna,Feminino,30,Branco,Ensino Superior,PR,7,Contabilidade,Analista Senior
4BF7,Luiz Jesus Rareake,Masculino,45,Pardo,Ensino Superior,AM,4,Marketing,Analista Junior
C442,Martinho da Graca Ernbake,Masculino,18,Branco,Doutorado,TO,,Marketing,Analista Pleno
962D,Marlene Daniela Ornmeu,Feminino,35,Pardo,Ensino Superior,AM,3,Operacoes,Analista Pleno
CC4A,Leni Luzimara Bozanu Jardim Werner,Feminino,35,Branco,Ensino Superior,MG,11,Desenvolvimento de Produtos,Analista Pleno
984A,A%0rica Lucia de Ferreira,Feminino,42,Pardo,Ensino Superior,PR,9,Contabilidade,Analista Pleno
2FD0,Lana Shui,Feminino,20,Pardo,Ensino Superior,SC,,Operacoes,Analista Pleno
E503,Olavo Bento Gomes,Masculino,38,Preto,Pos graduacao,GO,10,Contabilidade,Analista Pleno
C700,Kiara Izbobycha,Feminino,22,Pardo,Ensino Superior,CE,,Administrativo,Gerente
99A9,Denis Bernardo de Mello,Masculino,30,Branco,Doutorado,MG,10,Administrativo,Analista Pleno
CDD0,Everton Bento Valente,Masculino,44,Pardo,Ensino Medio,RS,6,Administrativo,Analista Junior
337F,Henrique de Souza Prina,Masculino,41,Pardo,Pos graduacao,CE,4,Administrativo,Gerente
B7B5,Kim Nicolau Euson,Masculino,21,Branco,Doutorado,RS,6,TI,Analista Junior
CFC3,Quico de Simoes Pakrafamsam,Masculino,26,Pardo,Ensino Superior,RJ,4,Marketing,Analista Junior
7748,Hamilton Inunvic,Masculino,28,Branco,Ensino Superior,SP,0,Contabilidade,Analista Junior
BAD2,Rosilda Arilda da Silva,Feminino,38,Branco,Pos graduacao,MT,0,Compras,Analista Senior
4ABC,Paulo Gutierrez Ambier,Masculino,22,Pardo,Ensino Superior,GO,4,Marketing,Analista Junior
1E36,Samuel Tenerede,Masculino,20,Branco,Ensino Superior,AP,,Marketing,Analista Junior
3549,Jair Jacinto Mourao,Masculino,19,Branco,Ensino Superior,AC,5,Marketing,Analista Pleno
CB82,Daniel Bruno Wanwoma Junior,Masculino,30,Pardo,Pos graduacao,AP,5,TI,Analista Senior
DA52,Adonis Hykeprel,Masculino,27,Pardo,Ensino Medio,RN,0,Marketing,Analista Pleno
91DF,Bruna Josiane da Encarnacao Cimavic,Feminino,35,Branco,Mestrado,AP,5,Marketing,Analista Pleno
466F,Marcela Mineiro Prates,Feminino,21,Branco,Ensino Superior,RS,2,TI,Analista Junior
CB27,Josiel dos Santos,Masculino,34,Branco,Ensino Superior,PI,5,Compras,Analista Junior
9EA1,Aldo Gupita Junior,Masculino,29,Pardo,Mestrado,AC,6,Compras,Gerente
2E9A,Omar dos Santos,Masculino,25,Pardo,Ensino Superior,AM,6,TI,Gerente
4856,Davi Zeca Tomakede Chikibo,Masculino,20,Branco,Ensino Superior,SP,,Recursos Humanos,Analista Junior
1F6C,Carlos Mariano Wucany Crulim,Masculino,19,Pardo,Ensino Superior,CE,,Contabilidade,Analista Pleno
4570,Veronica Estrada dos Santos,Feminino,28,Branco,Ensino Superior,PA,7,TI,Analista Pleno
3DBE,Quiteria Vanda Kea,Feminino,21,Branco,Pos graduacao,DF,3,Contabilidade,Analista Junior
92F2,Aureo Zozukupo de Araujo,Masculino,40,Branco,Ensino Superior,MG,2,Marketing,Gerente
6EE6,Jack Pinto Junior,Masculino,23,Pardo,Doutorado,MT,4,Administrativo,Gerente
7ABB,Giuseppe de Siqueira,Masculino,35,Pardo,Ensino Superior,RR,10,Desenvolvimento de Produtos,Analista Junior
D9AF,Omar Poao Pires,Masculino,33,Branco,Ensino Superior,MG,3,TI,Analista Junior
2DF6,Fernando Ramon da Silva de Monteiro Junior,Masculino,26,Pardo,Pos graduacao,PR,8,Marketing,Analista Pleno
04F1,Ramon Caue Rosatto Guedes da Silva,Masculino,44,Pardo,Ensino Superior,SE,15,Contabilidade,Analista Junior
CBD5,Victor Armando Repahe de Viana,Masculino,25,Preto,Ensino Superior,RJ,5,Marketing,Analista Junior
B44C,Luciano Vlatuason da Silva,Masculino,23,Branco,Ensino Superior,BA,1,Marketing,Analista Junior
96F2,Rosa Sote Sizta,Feminino,26,Pardo,Mestrado,SC,6,Operacoes,Analista Senior
D32A,Jose da Silva Wosao,Masculino,37,Branco,Ensino Superior,GO,8,Contabilidade,Gerente
8911,Samuel Chico Pinto,Masculino,31,Pardo,Pos graduacao,GO,2,Contabilidade,Gerente
D67E,Xavier Ivan Mendes,Masculino,33,Pardo,Mestrado,RS,6,Operacoes,Analista Junior
FB64,Andre Felix Aldrozmae Ernfu,Masculino,50,Branco,Ensino Superior,RN,8,Administrativo,Analista Pleno
65D2,Reinaldo da Rocha de Vieira Faioso,Masculino,27,Pardo,Pos graduacao,RJ,9,Vendas,Analista Pleno
749D,Patrick Valverde Junior,Masculino,32,Pardo,Ensino Superior,PE,8,Contabilidade,Analista Junior
690F,Bartolomeu Mome Banhos,Masculino,32,Pardo,Ensino Superior,SC,10,TI,Analista Senior
0361,Tulio de Martins Fontes Griusan,Masculino,20,Pardo,Ensino Superior,MG,6,Recursos Humanos,Analista Senior
6B13,Antonio Benjamin Leuio de Iglesias,Masculino,41,Branco,Ensino Superior,AM,7,Administrativo,Gerente
BE82,Ali de Toledo,Masculino,34,Preto,Mestrado,MG,,Contabilidade,Estagiario
A731,Vitor Kuwoka,Masculino,24,Pardo,Pos graduacao,MG,7,Administrativo,Analista Pleno
4835,Ronaldo de Alencar,Masculino,31,Pardo,Ensino Superior,MA,0,Contabilidade,Analista Senior
45DF,Antonio de Ramos Ciom,Masculino,40,Branco,Ensino Superior,AP,1,Contabilidade,Analista Pleno
0EBA,Eva Cristiane d'Avila Torres,Feminino,19,Pardo,Mestrado,RS,,Desenvolvimento de Produtos,Analista Senior
5108,Tatiana Lucia de Peres Borba,Feminino,40,Branco,Mestrado,RJ,5,Vendas,Analista Pleno
11C1,Luzinete Lidiane de Trindade Chinobupe,Feminino,33,Preto,Pos graduacao,PE,11,Administrativo,Analista Pleno
A32B,Shirley Rosana Ryes Irnegy,Feminino,24,Pardo,Ensino Superior,DF,4,Contabilidade,Analista Pleno
5408,Marina A%0rica Zokao Igreja,Feminino,28,Pardo,Mestrado,RR,2,Operacoes,Gerente
2D3B,Inacio Isac de Franca Mourao do Prado,Masculino,32,Pardo,Mestrado,PR,8,TI,Analista Junior
306D,Aldo Teles dos Reis,Masculino,45,Pardo,Mestrado,SE,6,Recursos Humanos,Gerente
CD36,Michel Eliel Yrnge,Masculino,19,Branco,Ensino Medio,SP,3,Vendas,Analista Pleno
4604,Anakin Daniel Giaipason Junior,Masculino,30,Pardo,Ensino Superior,RS,10,Desenvolvimento de Produtos,Analista Senior
7D1F,Rivaldo Teles,Masculino,39,Pardo,Ensino Medio,RR,4,Vendas,Gerente
6161,Laura Jangada Dutra,Feminino,22,Branco,Ensino Superior,PB,,TI,Analista Senior
AED8,Alfredo de Linhares da Silva,Masculino,21,Pardo,Doutorado,PI,7,Desenvolvimento de Produtos,Analista Senior
B038,David Otaviano Franco Yaagiha,Masculino,39,Branco,Ensino Superior,PA,4,Recursos Humanos,Gerente
9B31,Olivia de Souza Milfrecis,Feminino,45,Pardo,Ensino Superior,PE,,Contabilidade,Analista Senior
0323,Cleberson de Oliveira,Masculino,33,Preto,Ensino Superior,MG,4,Vendas,Analista Senior
6598,Raiane Gumemo de Leite dos Santos,Feminino,46,Preto,Mestrado,SP,2,Desenvolvimento de Produtos,Analista Junior
CAE8,Genir Madalena do Parana de Cerqueira,Feminino,34,Pardo,Ensino Medio,PR,,Recursos Humanos,Analista Pleno
50C9,Gilson Poys,Masculino,18,Pardo,Mestrado,PB,,Desenvolvimento de Produtos,Analista Junior
B575,Edinaldo Wilson Borba da Silva Topi,Masculino,36,Branco,Ensino Superior,RS,6,Vendas,Analista Pleno
62AD,Emanoel Hagri do Amaral,Masculino,36,Branco,Ensino Superior,MA,10,Vendas,Analista Pleno
07EF,Reginaldo dos Santos,Masculino,32,Pardo,Ensino Medio,SP,10,Contabilidade,Analista Senior
AD7A,Maria Ruteegu,Feminino,38,Branco,Ensino Superior,RJ,3,TI,Analista Junior
2B51,Fagner de Arruda,Masculino,24,Branco,Ensino Superior,PA,1,Vendas,Analista Senior
D85E,Eloi de Bezerra dos Reis Nunes,Masculino,24,Branco,Ensino Superior,GO,9,Vendas,Analista Junior
1C00,Livia Jeniffer Ximenes,Feminino,35,Branco,Doutorado,RJ,5,Compras,Analista Junior
2B24,Damares Roseli Tona,Feminino,33,Pardo,Ensino Superior,RN,7,Vendas,Analista Pleno
5AEF,Rivaldo Arnaldo de Barbosa Junior,Masculino,30,Pardo,Ensino Superior,RO,5,Marketing,Analista Pleno
F03B,Aecio de Souza,Masculino,32,Branco,Ensino Superior,PR,4,Administrativo,Gerente
4F61,Manoel Jason da Silva,Masculino,25,Branco,Ensino Superior,MG,7,TI,Analista Pleno
52D7,Livia Albina Buarque Ezizoson,Feminino,39,Pardo,Ensino Superior,AC,7,TI,Analista Junior
C872,Charles da Encarnacao,Masculino,23,Branco,Ensino Superior,ES,7,TI,Diretor
0C19,Manuel de Siqueira,Masculino,23,Pardo,Ensino Superior,MT,8,TI,Analista Pleno
E5B9,Decio Mariano Lebarnirn,Masculino,27,Preto,Ensino Superior,DF,0,Contabilidade,Analista Junior
E1C5,Helio da Cruz Estrada Icoao,Masculino,27,Pardo,Pos graduacao,PR,10,TI,Analista Junior
F9FF,Jandira de Sao Pedro,Feminino,35,Pardo,Ensino Superior,MA,3,Contabilidade,Analista Pleno
E305,Nadia Beyora Ines,Feminino,21,Pardo,Ensino Superior,RN,2,Desenvolvimento de Produtos,Analista Senior
A560,Catarina Tatiana de Lemes Iaov,Feminino,27,Branco,Pos graduacao,SE,5,Administrativo,Analista Pleno
BADD,Diogo Kymiei Luol,Masculino,20,Branco,Pos graduacao,RO,0,Recursos Humanos,Analista Pleno
5DDE,Aloisio de Cerqueira,Masculino,39,Pardo,Doutorado,SP,1,Desenvolvimento de Produtos,Analista Senior
99CD,Uribe de Soares Raby Veadaz Neto,Masculino,43,Pardo,Ensino Superior,RS,4,Marketing,Analista Senior
3B51,Jardel de Lacerda,Masculino,21,Branco,Ensino Superior,RJ,3,Administrativo,Gerente
C6C8,"A,ngela de Barbosa",Feminino,33,Pardo,Pos graduacao,SP,9,Vendas,Analista Junior
5063,Elias da Paraiba,Masculino,22,Pardo,Ensino Superior,AL,4,Vendas,Analista Junior
8C9E,Laercio Moises de Padilha Klyzique,Masculino,19,Pardo,Pos graduacao,BA,3,Contabilidade,Analista Senior
488D,Altair Gilmar Nyiman,Masculino,38,Branco,Pos graduacao,MS,13,Desenvolvimento de Produtos,Analista Pleno
FC5D,Aldo Tomaz Ua Boeda,Masculino,34,Pardo,Ensino Superior,SC,0,Vendas,Analista Junior
39DD,Ariana da Silva de Sao Pedro,Feminino,20,Branco,Pos graduacao,PR,2,Recursos Humanos,Analista Senior
A695,Camilo Saulo Mafu Worama Junior,Masculino,21,Pardo,Ensino Superior,PE,6,Compras,Gerente
FD0C,Micael Frederico Imszie,Masculino,37,Pardo,Ensino Superior,RS,1,Administrativo,Analista Junior
CF00,"A,ngela Inshy Prates",Feminino,28,Pardo,Ensino Superior,SC,6,TI,Analista Junior
8EA4,Roberto Paulo de Goncalves,Masculino,28,Branco,Ensino Superior,SC,3,Operacoes,Analista Pleno
96E6,"A,ngelo Silvio de Brito Degu da Silva",Masculino,31,Pardo,Ensino Superior,AL,10,Marketing,Analista Junior
A957,Gislaine Rossi Castelo Terceiro,Feminino,45,Amarelo,Ensino Superior,SC,7,Marketing,Analista Junior
BEF5,Alisson Manoel Rilo de Barbosa Espada,Masculino,29,Pardo,Pos graduacao,MT,3,Contabilidade,Analista Senior
95C9,Marco Oseas de Cardozo da Silva Junior,Masculino,45,Pardo,Pos graduacao,SE,4,Marketing,Analista Senior
AD81,Ivan Fernando Lyiman Otirn,Masculino,38,Pardo,Ensino Superior,RS,9,Contabilidade,Analista Senior
5F7A,Alessandra Solange do Amaral de Pacheco,Feminino,33,Pardo,Ensino Superior,RO,3,Operacoes,Analista Pleno
3497,Zuleide Ejirnu de Souza,Feminino,18,Branco,Ensino Superior,DF,,TI,Gerente
DEDE,Leonardo Wanple de Garcia,Masculino,26,Branco,Ensino Superior,SP,3,Marketing,Analista Pleno
E32F,Tiago Francisco Moe,Masculino,24,Branco,Ensino Medio,AC,8,Recursos Humanos,Gerente
D1C3,Marlon Alfredo da Cunha de Albuquerque,Masculino,28,Pardo,Mestrado,GO,5,Compras,Gerente
E7D5,Oliver de Uchoa Yanen,Masculino,22,Branco,Ensino Superior,PR,5,Vendas,Analista Junior
ABA7,Luan Barnabe Pimenta de Santo Antonio,Masculino,32,Branco,Pos graduacao,PR,12,TI,Analista Pleno
AC9E,Bruna Hilda de Gusmao,Feminino,49,Branco,Ensino Superior,PA,6,Marketing,Analista Pleno
20DB,Terezinha Yeda Rossi do Prado Moreno,Feminino,18,Branco,Mestrado,TO,4,Administrativo,Gerente
17AA,Vinicius Maciel de Mello,Masculino,22,Pardo,Pos graduacao,SP,3,Vendas,Analista Junior
D0D9,Jonathan Carlos Erntli,Masculino,27,Branco,Ensino Superior,SC,7,Marketing,Analista Junior
4013,Marilucia Samanta da Encarnacao de Lacerda,Feminino,33,Branco,Ensino Superior,SP,2,Administrativo,Analista Senior
1304,Janio de Duarte Gaufugu da Silva,Masculino,44,Preto,Ensino Superior,MT,5,Vendas,Gerente
B192,Fabricio Nbozoze Junior,Masculino,31,Pardo,Ensino Superior,SC,2,Marketing,Analista Senior
7C03,Alisson Samoa,Masculino,31,Pardo,Ensino Superior,AL,1,Contabilidade,Analista Pleno
FE9B,Tatiane de Freitas,Feminino,29,Pardo,Ensino Superior,CE,4,Recursos Humanos,Gerente
EA20,Sheila Cleuza Seixas de Almeida,Feminino,36,Pardo,Ensino Superior,RR,5,Vendas,Analista Junior
53AF,Vania Lais Tan,Feminino,35,Branco,Ensino Superior,SE,6,Compras,Analista Pleno
5CBB,Jose de Figueira das Neves,Masculino,44,Branco,Ensino Superior,GO,7,Compras,Analista Senior
