,ID,nome,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
3151,0ACF,Helena da Silva,Feminino,29,Pardo,Pos graduacao,RJ,5,Vendas,Analista Senior
3152,958A,Josiel Andre de Lemes Neto,Masculino,23,Pardo,Ensino Superior,RO,5,Vendas,Analista Junior
3153,63BC,Aldo Alfredo de Goncalves,Masculino,44,Preto,Pos graduacao,SE,5,Marketing,Analista Senior
3154,BE42,Heron Brasil Junior,Masculino,,Pardo,Ensino Superior,PR,7,Vendas,Analista Pleno
3155,658D,Estevao Nicolau de Garcia,Masculino,30,Pardo,Mestrado,SP,5,Recursos Humanos,Analista Junior
3156,DEF3,Silvair Mineiro de Diniz,Masculino,24,Pardo,Ensino Superior,ES,5,TI,Analista Pleno
3157,2F93,Catarina Freire,Feminino,40,Branco,Ensino Medio,TO,11,TI,Analista Pleno
3158,3FB4,Mateus Tulio dos Reis Izhuao,Masculino,45,Pardo,Pos graduacao,TO,6,Contabilidade,Analista Junior
3160,8EC3,Adonis Cirilo de Macedo Estrada,Masculino,22,Branco,Ensino Superior,SP,4,Compras,Analista Pleno
3161,A986,Marta de Franca,Feminino,24,Branco,Ensino Superior,AM,3,Administrativo,Analista Junior
3162,24BB,Evelyn Elisa Udrurnolim Yoamoza,Feminino,33,Branco,Ensino Superior,PR,7,Contabilidade,Analista Junior
3163,F8F7,Raiane Eva Giwate de Bueno,Feminino,39,Branco,Ensino Superior,SE,2,Operacoes,Analista Junior
3164,85A3,Hugo Adriano Boho,Masculino,20,Branco,Ensino Superior,DF,3,Compras,Analista Senior
3165,D6D4,Everton Samuel de Gusmoes Kuni,Masculino,38,Pardo,Ensino Superior,MA,1,Contabilidade,Gerente
3166,DB99,Ivan Rosa,Masculino,32,Pardo,Ensino Superior,MG,6,Compras,Gerente
3167,13DD,Toninho Frederico Mivi de Paula Junior,Masculino,44,Pardo,Ensino Superior,SC,7,Desenvolvimento de Produtos,Estagiario
3168,7BA8,Caio Juan de Barbosa Yseov,Masculino,39,Pardo,Ensino Superior,RR,3,Recursos Humanos,Analista Pleno
3169,4679,Guiomar de Lacerda,Feminino,36,Branco,Ensino Superior,MG,7,Contabilidade,Analista Pleno
3170,35F2,Andre de Figueiredo Oila,Masculino,51,Pardo,Ensino Superior,MG,1,Vendas,Gerente
3171,B300,Anakin Ethorn,Masculino,22,Branco,Ensino Superior,RJ,2,TI,Analista Pleno
3172,44AB,Sandro Ymenrroman Alpeman dos Santos,Masculino,20,Pardo,Ensino Superior,ES,3,TI,Analista Senior
3173,AAF8,Michel Jason de Fernandes Omdeson,Masculino,37,Preto,Ensino Superior,ES,5,TI,Analista Senior
3174,E327,Eva da Silva,Feminino,20,Branco,Mestrado,MG,6,Operacoes,Analista Junior
3175,D288,Tomaz dos Santos Miais,Masculino,19,Branco,Mestrado,TO,5,Desenvolvimento de Produtos,Analista Senior
3176,DD5E,Marina Mourao de Ramos Hekasu,Feminino,21,Pardo,Ensino Superior,AM,6,Desenvolvimento de Produtos,Analista Senior
3177,CDBC,Lais Palruo Mineiro,Feminino,27,Preto,Ensino Superior,RJ,6,Administrativo,Analista Junior
3178,098C,Samuel Humberto de Sa do Amaral,Masculino,30,Branco,Ensino Superior,SP,2,Vendas,Analista Pleno
3179,9482,Fabiana Coutinho dos Santos,Feminino,28,Pardo,Mestrado,MT,6,Contabilidade,Estagiario
3180,4858,Jose Renato de Andrade,Masculino,20,Branco,Doutorado,DF,,Desenvolvimento de Produtos,Analista Junior
3181,853B,Sonia Cristiane de Alencar,Feminino,35,Branco,Ensino Medio,PI,1,Contabilidade,Analista Junior
3182,7E27,Altino Espada da Silva,Masculino,28,Branco,Ensino Superior,PR,11,Recursos Humanos,Analista Junior
3183,8E89,Armando Irrylason Itornao de Alencar,Masculino,25,Branco,Mestrado,AP,10,Contabilidade,Analista Junior
3184,EBC6,Pedro Chico de Trindade Moiruma Akiman,Masculino,23,Branco,Ensino Medio,AL,8,Vendas,Analista Senior
3185,EF3F,Mario Klein,Masculino,27,Pardo,Pos graduacao,SC,6,Desenvolvimento de Produtos,Analista Senior
3186,FD55,Jorge Gigosuri,Masculino,24,Pardo,Mestrado,RS,2,Desenvolvimento de Produtos,Estagiario
3187,6F56,Aloisio Ossifa de Paiva,Masculino,35,Branco,Ensino Superior,DF,3,Marketing,Analista Senior
3188,E10B,Abilio Luciano Vaz,Masculino,12,Branco,Não informado,RO,,Marketing,Analista Pleno
3189,DFF2,Ali Francisco da Lira Junior,Masculino,32,Branco,Ensino Superior,RS,6,Vendas,Analista Senior
3190,CF90,Mel Efozao de Junqueira,Feminino,22,Pardo,Doutorado,MS,,Operacoes,Analista Pleno
3191,58E1,Manuel Jikupe,Masculino,23,Preto,Pos graduacao,TO,4,Operacoes,Analista Senior
3192,7A69,Juan Barngras,Masculino,31,Pardo,Doutorado,RR,0,TI,Analista Senior
3193,057E,Plinio da Silva Suhobo,Masculino,39,Branco,Ensino Superior,AL,4,Marketing,Analista Junior
3194,3CF8,Jeferson de Parreira,Masculino,38,Branco,Mestrado,AC,6,Compras,Analista Pleno
3195,DCD0,Alessandre Prates de Ortega Ximenes,Masculino,37,Branco,Ensino Superior,RJ,8,TI,Analista Junior
3196,705E,Marta Josilda de Junqueira Oirnko,Feminino,38,Branco,Ensino Superior,AL,9,Marketing,Analista Junior
3197,7270,Joao Gisi,Masculino,33,Branco,Ensino Superior,SE,3,Compras,Analista Junior
3198,B5F4,Kevin de Bezerra,Masculino,19,Pardo,Pos graduacao,AM,5,TI,Analista Senior
3199,5F85,Amarildo Amos,Masculino,32,Branco,Ensino Superior,RS,4,Vendas,Analista Senior
3200,5C9B,Matilde Otavic Sipiskeyrnov,Feminino,29,Branco,Ensino Superior,MS,7,Marketing,Gerente
3201,1237,Fabiano Jeferson Dutra,Masculino,31,Branco,Mestrado,RN,3,Operacoes,Gerente
3202,B5B6,Renato da Silva Junior,Masculino,33,Pardo,Doutorado,PB,12,Operacoes,Analista Junior
3203,25CD,Manuela Luzimara Epibarn,Feminino,44,Branco,Doutorado,TO,7,Administrativo,Analista Junior
3204,9609,Cleber Phasi,Masculino,38,Pardo,Pos graduacao,SE,2,Vendas,Analista Pleno
3205,93A0,Iago Lucas Leaov Chamefelpo,Masculino,40,Pardo,Doutorado,SP,11,Marketing,Analista Senior
3206,1B70,Giuseppe de Drummond Dias,Masculino,18,Branco,Ensino Superior,PA,,Vendas,Analista Senior
3207,3F60,Gilmar de Palhares,Masculino,28,Pardo,Pos graduacao,PA,4,Contabilidade,Analista Junior
3208,E788,Alex Jason Iygi,Masculino,34,Pardo,Ensino Superior,SC,7,Contabilidade,Gerente
3209,817D,"A,ngela Marcela Sapotenu",Feminino,28,Pardo,Ensino Superior,SC,8,Compras,Analista Junior
3210,91B4,Larissa de Teixeira,Feminino,29,Pardo,Pos graduacao,RS,10,Recursos Humanos,Analista Junior
3211,D47E,Raquel Suzana de Torquato da Paraiba Wicu,Feminino,20,Pardo,Doutorado,RS,6,Compras,Analista Senior
3212,E337,Isaias Antonio de Albuquerque Junior,Masculino,31,Branco,Ensino Superior,MG,5,Contabilidade,Analista Junior
3213,4492,Charles Axim,Masculino,21,Branco,Pos graduacao,PI,0,Operacoes,Analista Junior
3214,6D76,Leopoldo Ricardo Mime,Masculino,28,Branco,Pos graduacao,RJ,9,TI,Estagiario
3215,517E,Wellington de Barros,Masculino,37,Pardo,Mestrado,RJ,4,Marketing,Analista Junior
3216,AE6B,Mario Luan Sanches Junior,Masculino,32,Pardo,Mestrado,RO,4,TI,Analista Pleno
3217,7219,Cleuza Arlete de Sao Pedro Valverde,Feminino,37,Branco,Ensino Superior,MG,7,Desenvolvimento de Produtos,Analista Senior
3218,3C29,Ney de Ortega Nodohi,Masculino,37,Pardo,Ensino Superior,AL,4,Recursos Humanos,Analista Pleno
3219,E5DE,Ricardo Rodrigo da Costa de Novais,Masculino,24,Branco,Mestrado,AM,,TI,Analista Pleno
3220,7F5F,Lara Ivete de Paula Wagaman Xudujuson,Feminino,41,Pardo,Ensino Superior,RO,3,Marketing,Gerente
3221,46AD,Adriano Fabiano Ruyapaya da Silva Herrera,Masculino,52,Branco,Ensino Superior,AM,8,TI,Analista Junior
3222,7004,Roger Necomy,Masculino,29,Branco,Mestrado,BA,10,Recursos Humanos,Analista Junior
3223,9EF8,Saulo Albino Kronipaforn,Masculino,25,Pardo,Mestrado,PI,7,Desenvolvimento de Produtos,Gerente
3224,81AE,Katia Lana Zepa Wiuaos de Barbosa,Feminino,20,Branco,Ensino Medio,RO,,Contabilidade,Gerente
3225,7DE7,Augusto Uzfrivic,Masculino,32,Pardo,Ensino Superior,SP,4,Marketing,Analista Senior
3226,62C9,Hellen de Araujo Mendes do Vale,Feminino,19,Preto,Ensino Superior,AC,,Operacoes,Gerente
3227,8630,Sandra de Godoy dos Santos Mercado,Feminino,29,Branco,Ensino Superior,RO,1,Vendas,Analista Pleno
3228,AF45,Ana Olga Dotojise Omzo,Feminino,29,Pardo,Ensino Superior,RJ,5,Administrativo,Analista Junior
3229,08B5,Zeca Washington dos Santos Trevisan,Masculino,40,Branco,Ensino Superior,AM,3,Recursos Humanos,Analista Pleno
3230,60EF,Artur Lishis Oyozman,Masculino,25,Pardo,Ensino Superior,RS,7,Recursos Humanos,Gerente
3231,825A,Diego Victor Ponao Junior,Masculino,23,Branco,Ensino Superior,RJ,6,Administrativo,Analista Junior
3232,EEE0,Isac Michel de Miranda da Silva,Masculino,27,Preto,Ensino Superior,PA,9,Compras,Analista Senior
3233,EDAD,Gilson de Diniz Junior,Masculino,34,Branco,Ensino Superior,GO,4,Contabilidade,Analista Senior
3234,14BE,Damiao do Nascimento,Masculino,25,Branco,Ensino Superior,PR,6,Contabilidade,Analista Pleno
3235,F7EB,Caue Aurelio de Mendonca Sotobe,Masculino,48,Pardo,Pos graduacao,SC,5,Operacoes,Analista Senior
3236,6207,Marcos de Nogueira Rosatto,Masculino,19,Pardo,Mestrado,MG,2,Vendas,Analista Pleno
3237,B1A9,Shirley Dioman Crirnu,Feminino,18,Pardo,Ensino Superior,MT,,Marketing,Estagiario
3238,49FF,Ederson Aldo Fragoso de Alvarenga Tozgrule,Masculino,25,Branco,Mestrado,MS,10,Vendas,Analista Junior
3239,1C8B,Felipe Adriano de Lisboa,Masculino,26,Pardo,Ensino Superior,PE,9,Compras,Analista Pleno
3240,C3D9,Edivaldo Marcos Oazvirner,Masculino,44,Preto,Ensino Superior,BA,1,Vendas,Analista Junior
3241,3777,Davi Branco,Masculino,51,Pardo,Ensino Superior,SP,5,Operacoes,Analista Pleno
3242,A2C7,Israel Leopoldo Martinez Tiean de Gusmao,Masculino,36,Preto,Ensino Superior,MA,14,Administrativo,Analista Pleno
3243,770E,Damiao Rosa,Masculino,24,Pardo,Ensino Superior,RS,2,TI,Estagiario
3244,C9C4,Maria Eliane da Silva de Moura,Feminino,25,Pardo,Ensino Superior,RS,,Marketing,Analista Senior
3245,F91E,Cleberson Jorge de Vasconcelos Pimenta,Masculino,21,Pardo,Doutorado,MG,1,Compras,Estagiario
3246,5032,Nilton Nipopu,Masculino,28,Pardo,Mestrado,RJ,10,Operacoes,Analista Junior
3247,8A10,Marlon Robson Kepo de Antunes Modoyo,Masculino,28,Pardo,Ensino Superior,PR,1,Desenvolvimento de Produtos,Gerente
3248,27C9,Andreia Ripuha Marinho,Feminino,30,Preto,Ensino Medio,TO,8,Recursos Humanos,Analista Junior
3249,63F9,Martinho de Muniz,Masculino,19,Branco,Mestrado,RR,3,Operacoes,Gerente
3250,1129,Mariana Solange Pinto de Viana,Feminino,45,Branco,Doutorado,PA,10,Operacoes,Gerente
3251,5148,Artur de Garcia Junior,Masculino,18,Pardo,Mestrado,MT,,Vendas,Analista Junior
3252,253C,Teresa Luara de Bueno Uoan Valente,Feminino,47,Pardo,Ensino Superior,SC,4,Contabilidade,Analista Senior
3253,050F,Jaziel Vinicius de Malta Zeni,Masculino,20,Branco,Ensino Superior,MG,,Administrativo,Analista Pleno
3254,8585,Tais Zuleide Schneider,Feminino,39,Branco,Ensino Superior,RR,2,Desenvolvimento de Produtos,Analista Junior
3255,5320,Reginaldo Gabriel Izoan de Moura da Silva,Masculino,20,Pardo,Pos graduacao,SP,2,Vendas,Analista Junior
3256,B8F5,Juliano Everaldo da Nobrega de Guimaraes do Parana,Masculino,21,Pardo,Ensino Superior,RO,4,Contabilidade,Analista Pleno
3257,308B,Celeste Asrsula Dias,Feminino,18,Branco,Doutorado,SP,,Marketing,Analista Pleno
3258,4FA9,Martinho Arnaldo de Madureira Iuvic Pimenta,Masculino,26,Preto,Ensino Superior,RO,5,Recursos Humanos,Analista Senior
3259,18E7,Cristina Oglupi de Souza,Feminino,25,Branco,Pos graduacao,AP,8,Contabilidade,Analista Pleno
3260,86EF,Ciro de Pimentel Duque,Masculino,,Pardo,Pos graduacao,SP,3,Marketing,Analista Junior
3261,F72E,Iago de Bezerra Alna,Masculino,19,Branco,Mestrado,BA,3,Marketing,Analista Pleno
3262,267D,Benjamin Gilmar da Conceicao de Torquato,Masculino,26,Pardo,Pos graduacao,TO,5,TI,Analista Junior
3263,1D65,Micael de Tozetto,Masculino,44,Branco,Ensino Superior,SC,6,Marketing,Analista Junior
3264,8810,Damiao Washington da Luz Freire,Masculino,22,Pardo,Ensino Medio,AC,7,Compras,Estagiario
3265,0963,Isaias Paulo Zechiro Cavalcante,Masculino,26,Branco,Ensino Superior,TO,5,Contabilidade,Analista Pleno
3266,A942,Cristiano de Muniz,Masculino,23,Pardo,Ensino Superior,PA,6,Recursos Humanos,Analista Junior
3267,5847,Beto da Silva Anyier,Masculino,18,Preto,Ensino Superior,MT,1,Desenvolvimento de Produtos,Analista Pleno
3268,A749,Benedito Rivaldo Achi,Masculino,35,Pardo,Ensino Superior,SP,12,Administrativo,Analista Senior
3269,1841,Eliomar Livia de Alvim,Feminino,27,Pardo,Ensino Superior,RJ,4,Administrativo,Analista Junior
3271,99B7,Jaziel Olavo Pili de Brito,Masculino,36,Branco,Pos graduacao,AC,4,Administrativo,Gerente
3272,E335,Heitor Vedrairna Caenshueov,Masculino,32,Pardo,Ensino Superior,AC,7,Vendas,Estagiario
3273,9935,"A,ngelo Eloi Sanches de Macedo Trevisan",Masculino,18,Branco,Ensino Superior,MS,,Marketing,Estagiario
3274,CAFC,Camila de Alvarenga dos Santos,Feminino,31,Branco,Ensino Superior,RJ,5,Compras,Analista Junior
3275,B5B6,Eunice Sonia de Carvalho Cavalcante,Feminino,31,Branco,Ensino Superior,AM,6,Vendas,Analista Pleno
3276,4D4B,Arthur de Silveira Etriman,Masculino,26,Branco,Ensino Superior,PB,,Administrativo,Analista Pleno
3277,1A41,Edinaldo Michel Martinez do Espirito Santo de Sales,Masculino,30,Pardo,Mestrado,RJ,5,Marketing,Gerente
3278,4CFE,Baltazar Roberto Coutinho da Silva dos Santos,Masculino,31,Branco,Mestrado,RO,3,TI,Gerente
3279,E4B2,Silvio Nathan Chuynason dos Santos Junior,Masculino,22,Branco,Pos graduacao,AP,1,Recursos Humanos,Analista Junior
3280,D2F0,Dario Jesus Lymuoer Rossi Grecuan,Masculino,21,Branco,Doutorado,AC,3,Administrativo,Analista Pleno
3281,8760,Arlete de Figueiredo,Feminino,33,Pardo,Ensino Superior,RJ,4,Marketing,Analista Junior
3282,CF9C,Edivaldo Xerxes Refumi Nadejes,Masculino,19,Branco,Ensino Superior,PR,2,Recursos Humanos,Analista Junior
3283,C8FB,Marlon Albano Gomes,Masculino,39,Branco,Doutorado,AL,9,Desenvolvimento de Produtos,Analista Pleno
3284,4FA6,Lili de Pascoal Euda,Feminino,40,Branco,Pos graduacao,RS,4,Operacoes,Gerente
3285,3EFF,Ciro Artur Souto de Pereira Aevenan,Masculino,22,Pardo,Ensino Superior,MG,7,Compras,Analista Pleno
3286,1C75,Albino Rodrigo de Paula Gubamugo Ynuson,Masculino,36,Branco,Ensino Superior,SP,4,Operacoes,Analista Junior
3287,8B55,Ciro de Arruda Efes,Masculino,41,Pardo,Ensino Superior,ES,5,Contabilidade,Analista Junior
3288,E219,Natalia Gislaine de Fraga Pupeshasman,Feminino,47,Pardo,Mestrado,PR,5,Contabilidade,Analista Pleno
3289,2C82,Michel Coutinho Junior,Masculino,34,Branco,Mestrado,MG,0,Vendas,Analista Senior
3290,722F,Juliana Thaissa de Salvador,Feminino,35,Preto,Doutorado,RO,6,Operacoes,Analista Pleno
3291,133F,Alex de Lemes,Masculino,44,Pardo,Pos graduacao,PB,9,Recursos Humanos,Analista Pleno
3292,7967,Raul Filipe Branco,Masculino,39,Branco,Ensino Medio,PA,8,Vendas,Gerente
3293,5AD6,Cristina de Alcantara Gomes,Feminino,27,Pardo,Ensino Superior,MG,2,Contabilidade,Analista Pleno
3294,7F09,Eugenio Vylen de Alvarenga,Masculino,39,Branco,Mestrado,PR,,Operacoes,Gerente
3295,B1F5,Elaine Maisa Apoz dos Santos,Feminino,45,Preto,Ensino Superior,MG,13,Vendas,Analista Junior
3296,AD58,Nelson Jairo da Nobrega,Masculino,36,Pardo,Mestrado,TO,1,Administrativo,Estagiario
3297,C6AD,Hugo Ali Noza de Souza,Masculino,37,Branco,Ensino Superior,MT,7,TI,Analista Pleno
3298,24D6,Hercules de Mendonca Zouha Mineiro,Masculino,23,Preto,Doutorado,AL,5,Contabilidade,Analista Junior
3299,71BF,Toninho Mariano de Cabral,Masculino,21,Pardo,Pos graduacao,RR,7,Desenvolvimento de Produtos,Analista Pleno
3300,A36F,Omar Paulo do Prado,Masculino,34,Branco,Ensino Superior,MS,10,Administrativo,Analista Junior
3301,1077,Severino Everton Ribeiro,Masculino,25,Preto,Ensino Superior,CE,5,Operacoes,Analista Pleno
3302,1A0F,Jesus Joao Buarque Preabo Nunes,Masculino,30,Branco,Ensino Superior,RJ,5,Operacoes,Gerente
3303,724C,Olavo de Pereira,Masculino,28,Branco,Ensino Superior,SC,7,Compras,Analista Senior
3304,0E7F,Boris Difecraer da Silva Junior,Masculino,41,Branco,Ensino Superior,AL,10,Contabilidade,Analista Senior
3305,E343,Manoel Igor da Cruz,Masculino,18,Branco,Ensino Superior,AC,,Recursos Humanos,Analista Senior
3306,5D93,Frederico Leopoldo de Fraga Pomunon dos Santos,Masculino,34,Pardo,Ensino Medio,PI,9,Vendas,Analista Junior
3307,FD5E,Leopoldo Albino de Noronha,Masculino,20,Branco,Ensino Superior,CE,5,Compras,Analista Junior
3308,D757,Bernardo Hercules da Silva,Masculino,22,Branco,Ensino Superior,MA,7,Operacoes,Analista Pleno
3309,AB71,Amelia Aparecida da Silva Yoduman de Abreu,Feminino,19,Pardo,Mestrado,SP,3,Marketing,Analista Senior
3310,64AA,Maira Ariana Domirn Reme,Feminino,34,Branco,Ensino Superior,AL,3,Administrativo,Analista Junior
3311,EFCD,Adonis Nivaldo Fragoso,Masculino,20,Branco,Ensino Superior,PB,0,Recursos Humanos,Analista Junior
3312,DB97,Marciane Lina Asirn,Feminino,33,Branco,Ensino Superior,SP,8,Desenvolvimento de Produtos,Analista Junior
3313,D83F,Eleonora Laern de Alvares Castelo Branco,Feminino,25,Branco,Mestrado,RJ,1,Administrativo,Estagiario
3314,A653,Ana Vania dos Santos,Feminino,51,Branco,Ensino Superior,AL,3,Desenvolvimento de Produtos,Analista Pleno
3315,8CEA,Omar Flavio Sanches,Masculino,29,Pardo,Ensino Superior,AP,15,Marketing,Gerente
3316,27DA,Avelino Moacyr de Simoes da Silva Assunen,Masculino,35,Pardo,Ensino Superior,SC,5,Compras,Analista Junior
3317,4133,Edivaldo Flavio Pinto,Masculino,21,Pardo,Doutorado,RR,,Compras,Gerente
3318,E2C5,Damiao Saulo dos Santos Naves,Masculino,53,Pardo,Ensino Superior,SP,3,Administrativo,Analista Senior
3319,6AB7,Charlene de Alvim Zuhigara,Feminino,27,Pardo,Ensino Medio,SC,8,Recursos Humanos,Analista Junior
3320,7CBB,Hildebrando de Morais da Silva,Masculino,33,Preto,Ensino Superior,PR,6,Marketing,Analista Senior
3321,9CA7,Anna da Lira,Feminino,51,Branco,Ensino Superior,CE,10,Contabilidade,Diretor
3322,ED6C,Eliane de Cerqueira,Feminino,49,Branco,Pos graduacao,SP,5,Vendas,Analista Senior
3323,ECB9,Rai Toninho de Matos Neto,Masculino,48,Pardo,Ensino Superior,RJ,3,Compras,Estagiario
3324,BAEB,Everton Coutinho,Masculino,33,Branco,Ensino Superior,GO,5,Recursos Humanos,Estagiario
3325,6919,Velma Gois de Madureira,Feminino,30,Pardo,Pos graduacao,AC,8,Marketing,Analista Junior
3326,E291,Isabela Vania de Vasconcelos,Feminino,50,Branco,Pos graduacao,RO,2,TI,Analista Pleno
3327,21E6,Patricia Uaer,Feminino,28,Branco,Ensino Medio,SP,4,Contabilidade,Analista Junior
3328,BB51,Amalia Marielle da Paixao de Campos,Feminino,19,Pardo,Ensino Superior,RJ,3,Administrativo,Analista Senior
3329,24ED,Daniel Onuer,Masculino,39,Branco,Pos graduacao,MG,8,Desenvolvimento de Produtos,Analista Senior
3330,6D83,Edinaldo Pablo Ofrino Neto,Masculino,21,Branco,Mestrado,BA,,Administrativo,Gerente
3331,1E0B,Oliver de Lacerda d'Avila Pinto,Masculino,21,Pardo,Ensino Superior,PI,3,Recursos Humanos,Analista Pleno
3332,F93F,Israel Edu Feafuvic Frias de Pereira,Masculino,48,Branco,Doutorado,RJ,3,Recursos Humanos,Analista Pleno
3333,A18B,Everton Natosys,Masculino,35,Pardo,Ensino Medio,RJ,6,Recursos Humanos,Analista Junior
3334,5CF8,Marciano Aaepa Uniuilan,Masculino,46,Pardo,Pos graduacao,PE,7,Desenvolvimento de Produtos,Estagiario
3335,867F,Nilo Torres,Masculino,37,Branco,Pos graduacao,RJ,2,Administrativo,Analista Pleno
3336,4504,Dionisio Joel de Lima Ysigenol da Silva,Masculino,24,Branco,Ensino Superior,PI,6,Vendas,Diretor
3337,9264,Nubia Inyz,Feminino,36,Branco,Ensino Superior,PE,5,Compras,Analista Pleno
3338,3443,Jaziel de Malta,Masculino,28,Preto,Ensino Superior,MG,3,Recursos Humanos,Analista Pleno
3339,5B76,Yasmin Lais de Barbosa do Amaral,Feminino,30,Branco,Doutorado,SP,6,Operacoes,Analista Pleno
3340,7CE5,Joao Giovanni Pere Paim,Masculino,21,Branco,Ensino Superior,RS,1,Vendas,Analista Junior
3341,ED02,Severino da Silva,Masculino,43,Branco,Ensino Superior,MG,6,Recursos Humanos,Analista Pleno
3342,CCC1,Willian Jairo Gasuson,Masculino,28,Preto,Pos graduacao,MT,5,Marketing,Gerente
3343,30B6,Pablo de Holanda dos Santos,Masculino,28,Pardo,Ensino Superior,MG,2,Marketing,Analista Senior
3344,1378,Victor Thiago da Silva,Masculino,21,Branco,Ensino Superior,SP,5,Administrativo,Analista Junior
3345,96D7,Karl Pofesshon de Cabral,Masculino,48,Pardo,Ensino Superior,DF,14,Administrativo,Analista Pleno
3346,CB70,Denis Orlando de Barros Terenho,Masculino,27,Pardo,Ensino Superior,AL,9,Administrativo,Gerente
3347,252B,Aecio Marcio Vontimatunan,Masculino,22,Branco,Ensino Superior,ES,8,Administrativo,Gerente
3348,2C9B,Carlos de Antunes Neno Junior,Masculino,27,Branco,Ensino Superior,PE,6,Operacoes,Analista Junior
3349,BE62,Joelma Kiirashi de Martins,Feminino,61,Pardo,Pos graduacao,SP,6,Operacoes,Analista Junior
3350,3A25,Davi Janio Rangel de Lacerda,Masculino,19,Branco,Ensino Superior,RR,,Operacoes,Analista Pleno
3351,0505,Celso Edson Etinenvic Neto,Masculino,29,Branco,Ensino Superior,AC,5,Compras,Analista Junior
3352,C302,Avelino Itamar da Mata de Fraga Junior,Masculino,23,Branco,Ensino Superior,PB,2,Compras,Gerente
3353,8F61,Thaissa Thais Rosatto Mineiro,Feminino,25,Branco,Mestrado,MT,4,Contabilidade,Analista Junior
3354,5630,Jonathan Alexandre Sanches,Masculino,46,Pardo,Mestrado,AP,1,Recursos Humanos,Analista Senior
3355,6129,Gilberto Inacio Ribeiro,Masculino,36,Pardo,Ensino Superior,PR,7,Desenvolvimento de Produtos,Gerente
3356,9770,Caroline Iofamun,Feminino,32,Pardo,Ensino Superior,DF,0,Recursos Humanos,Analista Pleno
3357,2314,Ney de Barbosa Couto Junior,Masculino,38,Branco,Ensino Medio,RO,8,Compras,Analista Pleno
3358,291F,Albano Mineiro Arndimtuki Aboler,Masculino,54,Branco,Ensino Superior,SC,6,Operacoes,Estagiario
3359,10FB,Terezinha dos Santos de Sampaio,Feminino,42,Pardo,Ensino Superior,MS,6,Desenvolvimento de Produtos,Analista Junior
3360,378F,Martin Washington de Lacerda Izviso,Masculino,39,Pardo,Ensino Superior,PE,7,Vendas,Analista Pleno
3361,4F34,Jeferson Edivaldo Tossas Mourao,Masculino,40,Branco,Ensino Superior,MG,4,Recursos Humanos,Analista Senior
3362,A630,Jorge de Barboza,Masculino,38,Branco,Ensino Superior,CE,4,TI,Analista Pleno
3363,DDA7,Joao Junior da Silva,Masculino,21,Branco,Ensino Superior,TO,1,Desenvolvimento de Produtos,Analista Pleno
3364,13AA,Tales Wilson Nusbriz,Masculino,35,Branco,Ensino Superior,RN,9,TI,Analista Junior
3365,26C6,Rogerio Ederson Ailel de Machado,Masculino,21,Pardo,Doutorado,MG,6,Operacoes,Analista Junior
3366,19ED,Yuri de Farias,Masculino,21,Pardo,Pos graduacao,RR,,Administrativo,Analista Pleno
3367,DA0D,Isac Eustaquio de Aguiar,Masculino,43,Branco,Ensino Superior,RJ,2,Recursos Humanos,Estagiario
3368,00F8,Bartolomeu d'Avila,Masculino,26,Branco,Ensino Superior,SP,5,Administrativo,Analista Senior
3369,1867,Valeska Caonprobimman,Feminino,27,Pardo,Mestrado,MG,4,Recursos Humanos,Analista Junior
3370,6205,Anderson Helder da Graca de Linhares,Masculino,29,Branco,Ensino Superior,MT,7,Marketing,Analista Pleno
3371,6707,Vinicius Milani,Masculino,45,Branco,Ensino Superior,AP,6,Vendas,Analista Junior
3372,A2CF,Sandro Jose Onea,Masculino,20,Branco,Ensino Superior,SC,6,Desenvolvimento de Produtos,Estagiario
3373,208F,Andreia Gebem Fiodemvic,Feminino,24,Pardo,Doutorado,MG,3,Compras,Analista Junior
3374,22E8,Rodrigo Luigi Oloman de Diniz,Masculino,34,Pardo,Ensino Superior,RN,11,Operacoes,Analista Senior
3375,A495,Hellen Molpysam,Feminino,36,Pardo,Pos graduacao,MG,7,Compras,Analista Junior
3376,2474,Ademar Icim,Masculino,32,Pardo,Ensino Superior,GO,8,Operacoes,Analista Junior
3377,CAE3,Altair Poloxu de Bezerra Rincuprumomman,Masculino,23,Branco,Ensino Superior,BA,,Recursos Humanos,Analista Senior
3378,C950,Renato Itamar Gutierrez de Martins,Masculino,20,Pardo,Ensino Medio,PR,,TI,Analista Senior
3379,CABC,Fred da Silva Oblorn Neto,Masculino,37,Branco,Ensino Superior,SE,5,Desenvolvimento de Produtos,Analista Junior
3380,96CE,Oliver Asole de Miranda Cezpaman Junior,Masculino,45,Indigena,Ensino Superior,SP,6,Marketing,Analista Pleno
3381,7A12,Andressa Fontes de Gusmoes,Feminino,31,Pardo,Mestrado,RJ,4,Contabilidade,Gerente
3382,72F6,Emilio Charles Gomes Bimu Shimorna,Masculino,20,Pardo,Ensino Superior,PR,,Administrativo,Analista Junior
3383,D98B,Washington Nivaldo Adol de Souza dos Santos,Masculino,42,Pardo,Ensino Superior,MS,5,Marketing,Analista Pleno
3384,506C,"A,ngelo Bernardo de Santana Memugaro",Masculino,24,Pardo,Ensino Superior,AL,,Contabilidade,Estagiario
3385,FE54,Micael d'Avila Opuser Gigi,Masculino,28,Pardo,Ensino Superior,RO,5,Compras,Gerente
