,ID,nome,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
2120,E43E,Larissa Celeste Muwamu Desuruta,Feminino,29,Branco,Ensino Superior,AM,1,Desenvolvimento de Produtos,Analista Junior
2121,A610,Helder de Oliveira,Masculino,46,Branco,Ensino Superior,SC,6,TI,Analista Pleno
2122,E7F0,Miguel de Carvalho da Graca,Masculino,37,Pardo,Ensino Medio,MT,8,Operacoes,Analista Pleno
2123,E7C3,Alberto Mercado Sevowem,Masculino,36,Branco,Mestrado,AP,0,Marketing,Estagiario
2124,C7D7,Marcos de Muniz Junior,Masculino,,Pardo,Ensino Superior,RR,8,Recursos Humanos,Gerente
2125,3A91,Boris Dias,Masculino,28,Pardo,Pos graduacao,SP,5,Operacoes,Estagiario
2126,F53D,Felix Tiago de Cerqueira Paim,Masculino,41,Pardo,Ensino Superior,PI,4,Administrativo,Analista Junior
2127,7840,Alfredo Mateus Ruko,Masculino,22,Pardo,Ensino Superior,MG,10,TI,Gerente
2128,FADC,Max Afruz da Serra Junior,Masculino,29,Pardo,Pos graduacao,RJ,3,Recursos Humanos,Analista Pleno
2129,4A64,Jessica Lina Barroso de Godoy do Rio,Feminino,33,Branco,Ensino Superior,MG,5,Operacoes,Analista Junior
2130,79E7,Bernardo David Shidofu,Masculino,54,Branco,Ensino Superior,MS,5,Contabilidade,Analista Pleno
2131,C575,Isaiane Cristina de Alvarenga Rinudego,Feminino,36,Pardo,Ensino Superior,GO,6,Marketing,Gerente
2132,DF80,Maria Vanessa Freire da Silva,Feminino,29,Branco,Ensino Superior,SP,2,Desenvolvimento de Produtos,Gerente
2133,B73C,Ligia Abigail de Vieira,Feminino,32,Branco,Doutorado,GO,3,Administrativo,Analista Senior
2134,81F6,Ayrton Peoman,Masculino,25,Branco,Ensino Superior,PA,1,Administrativo,Analista Junior
2135,B0EC,Luciana Cecilia da Silva Oyer,Feminino,29,Branco,Ensino Superior,RJ,5,TI,Analista Junior
2136,F1B4,Benjamin Fabiano Ronesier Rodoobe,Masculino,27,Branco,Pos graduacao,SC,6,Desenvolvimento de Produtos,Gerente
2137,78EB,Andre Moises de Sa,Masculino,22,Preto,Doutorado,AP,7,Desenvolvimento de Produtos,Analista Pleno
2138,01C8,Vitor Errirnpei Teles,Masculino,48,Branco,Ensino Superior,SP,1,Desenvolvimento de Produtos,Analista Senior
2139,755B,Xerxes Altair de Monteiro,Masculino,36,Pardo,Pos graduacao,RR,6,Contabilidade,Gerente
2140,7CC9,Batista Eidil de Barbosa Acicesa,Masculino,38,Pardo,Ensino Superior,RJ,2,Vendas,Analista Pleno
2141,F48D,Renato Domingos Guedes da Silva Duque,Masculino,35,Pardo,Ensino Medio,SP,7,Operacoes,Analista Pleno
2142,2580,Nilton Quico Dara Terceiro,Masculino,21,Branco,Pos graduacao,MG,4,Desenvolvimento de Produtos,Analista Senior
2143,E30E,Liane da Silva,Feminino,43,Branco,Pos graduacao,SP,0,Operacoes,Analista Junior
2144,EE78,Carlos Nasciasuson,Masculino,45,Pardo,Ensino Superior,PA,7,Marketing,Analista Pleno
2145,B8AE,Everton Joao Tirnpus Gutierrez,Masculino,22,Pardo,Ensino Superior,RR,5,Vendas,Analista Junior
2146,FADF,Joaquim Dionisio Thaeomva de Fernandes,Masculino,32,Branco,Ensino Superior,SP,3,Compras,Estagiario
2147,0E80,Wesley Jonathan da Silva,Masculino,43,Branco,Ensino Superior,SC,8,Recursos Humanos,Analista Junior
2148,8171,Ricardo Marciano de Pereira,Masculino,26,Branco,Ensino Superior,RJ,5,Recursos Humanos,Estagiario
2149,1324,Rogerio Romildo Anuason Cavalcante,Masculino,18,Pardo,Ensino Superior,PR,5,Vendas,Analista Senior
2150,8500,Lino Gifomier,Masculino,35,Branco,Mestrado,RR,11,Contabilidade,Analista Junior
2151,0BE6,Boris Heitor da Nobrega,Masculino,31,Pardo,Ensino Superior,PR,9,Operacoes,Analista Senior
2152,3331,Juliano Nicolas Abbin,Masculino,34,Pardo,Mestrado,RR,3,Contabilidade,Analista Senior
2153,1BBB,Selma Samia de Alencar,Feminino,33,Branco,Ensino Superior,MG,7,Contabilidade,Analista Pleno
2154,22CB,Igor Oioz Duque,Masculino,25,Pardo,Ensino Superior,AM,0,Administrativo,Analista Senior
2155,46D5,Michel Silvair de Parreira,Masculino,22,Pardo,Ensino Superior,MA,1,Administrativo,Analista Senior
2156,B9A4,Jose Olavo da Luz,Masculino,25,Branco,Mestrado,CE,5,Operacoes,Analista Junior
2157,DEB4,Charles do Vale Efimfoman Efiaman,Masculino,19,Branco,Ensino Medio,SP,6,Recursos Humanos,Analista Pleno
2158,E8A0,Eliel de Alvares,Masculino,48,Pardo,Pos graduacao,BA,5,Recursos Humanos,Analista Junior
2159,9CA3,Albino de Fernandes,Masculino,23,Preto,Pos graduacao,ES,4,Vendas,Estagiario
2160,BC2D,Camilo de Barbosa,Masculino,27,Pardo,Ensino Superior,RR,9,TI,Analista Junior
2161,098B,Laura Gumresnerra Pobabe do Espirito Santo,Feminino,43,Branco,Ensino Superior,TO,6,Desenvolvimento de Produtos,Analista Senior
2162,BD99,Guiomar de Barbosa dos Santos,Feminino,36,Pardo,Doutorado,PR,4,Marketing,Analista Pleno
2163,FA59,Vanda dos Santos Oplilvic,Feminino,28,Branco,Ensino Superior,SC,1,Administrativo,Analista Pleno
2164,1279,Mara Fomizman Terceiro,Feminino,22,Pardo,Ensino Superior,SE,10,TI,Analista Senior
2165,F81C,Martinho Gabriel Ximenes Weiss Junior,Masculino,41,Branco,Mestrado,TO,5,Vendas,Analista Pleno
2166,F408,Otto Riaeman de Sao Pedro,Masculino,22,Branco,Ensino Superior,MA,2,Recursos Humanos,Analista Junior
2167,3CAD,Marcelo de Sao Pedro,Masculino,51,Branco,Ensino Medio,TO,2,Contabilidade,Analista Pleno
2168,D038,Ali Marques Lenta,Masculino,40,Pardo,Ensino Superior,GO,10,Desenvolvimento de Produtos,Gerente
2169,D80E,Aurelio Gekusomi Neto,Masculino,33,Preto,Ensino Medio,GO,4,Compras,Gerente
2170,22A6,Paulo Vitor da Silva Gyonman Junior,Masculino,19,Pardo,Doutorado,CE,7,Vendas,Analista Pleno
2171,F1A6,Nivaldo de Alcantara,Masculino,26,Preto,Ensino Superior,TO,2,Operacoes,Estagiario
2172,A6BB,Rosangela Marques,Feminino,20,Preto,Ensino Superior,BA,2,Compras,Analista Junior
2173,D4B0,Meire de Barbosa,Feminino,31,Pardo,Ensino Superior,RJ,4,Compras,Analista Pleno
2174,D150,Rodrigo Ciro Prele de Munhoz,Masculino,32,Branco,Ensino Superior,AM,6,TI,Analista Junior
2175,725F,Jonathan Mercado de Alencar,Masculino,30,Branco,Ensino Superior,MS,7,Desenvolvimento de Produtos,Analista Pleno
2176,5725,Madalena da Silva,Feminino,22,Pardo,Ensino Superior,MS,8,Operacoes,Analista Junior
2177,99D8,Ligia de Novais,Feminino,33,Branco,Ensino Superior,RJ,6,Marketing,Analista Senior
2178,9648,Ney Ivan de Souza,Masculino,44,Branco,Ensino Superior,RJ,1,TI,Analista Pleno
2179,3D13,Christie de Cerqueira Uslaneman,Feminino,28,Branco,Ensino Medio,RJ,5,Contabilidade,Analista Pleno
2180,BB6C,Mateus Luciano Torres,Masculino,34,Preto,Ensino Superior,MS,13,Operacoes,Analista Junior
2181,2866,Eric Frias da Silva Junior,Masculino,31,Pardo,Ensino Superior,SP,6,Vendas,Analista Pleno
2182,5724,Aline Maria Pires Teles,Feminino,30,Pardo,Ensino Superior,PA,7,Operacoes,Analista Junior
2183,B596,Kevin Manuel Onniman de Leao,Masculino,22,Pardo,Ensino Superior,MT,0,TI,Analista Senior
2184,9E94,Nicolau Kiabo Junior,Masculino,33,Pardo,Ensino Superior,BA,10,Operacoes,Analista Junior
2185,CA8C,Nivaldo de Junqueira,Masculino,31,Branco,Ensino Superior,SP,-2,TI,Analista Junior
2186,C74A,Jorge Heron de Araujo da Paraiba Milani,Masculino,19,Branco,Ensino Superior,PA,6,Desenvolvimento de Produtos,Analista Junior
2187,CDA7,Adonis Castelo,Masculino,28,Branco,Ensino Superior,MT,4,Recursos Humanos,Analista Junior
2188,17D5,Ayrton Rodolfo Gomes de Silveira,Masculino,35,Pardo,Mestrado,SE,7,Compras,Analista Junior
2189,A7C0,Quico de Medeiros,Masculino,23,Pardo,Ensino Superior,MG,7,Marketing,Analista Junior
2190,60AD,Jair Camilo Piikebo Neto,Masculino,28,Pardo,Pos graduacao,SE,4,Marketing,Analista Senior
2191,B197,Yasmin da Silva,Feminino,23,Branco,Doutorado,SP,11,Administrativo,Analista Pleno
2192,A609,Tais Jangada,Feminino,23,Branco,Ensino Superior,AC,7,Compras,Analista Pleno
2193,9BAB,Nivaldo Gomes Drisheman,Masculino,51,Pardo,Ensino Superior,TO,5,Contabilidade,Diretor
2194,CABC,Reginaldo Eglirnison Zoda,Masculino,37,Pardo,Ensino Superior,MG,0,Contabilidade,Estagiario
2195,BE79,Olga Cristina Obaman da Silva Mutsuuse,Feminino,19,Branco,Doutorado,RS,5,TI,Analista Pleno
2196,8F36,Luciano Surihase de Toledo,Masculino,47,Pardo,Ensino Superior,RS,,Contabilidade,Analista Pleno
2197,AEA5,Elias Gofliyson,Masculino,40,Branco,Mestrado,MT,7,Administrativo,Analista Senior
2198,B162,Manoel Kari,Masculino,24,Pardo,Ensino Superior,SP,3,Marketing,Analista Junior
2199,FF3C,Josiel Arncu de Santo Antonio Suozo,Masculino,22,Pardo,Doutorado,MS,2,Contabilidade,Analista Senior
2200,B1EB,Paula Ariana de Meireles Lopes,Feminino,33,Preto,Ensino Superior,CE,5,Desenvolvimento de Produtos,Estagiario
2201,C1B4,Benedito Luiz de Ferraz Teles,Masculino,23,Branco,Mestrado,GO,8,Contabilidade,Estagiario
2202,2862,Dara dos Santos de Freitas,Feminino,21,Pardo,Pos graduacao,SC,11,Contabilidade,Analista Senior
2203,C1CA,Carla Andreia de Moura Ynne,Feminino,35,Pardo,Ensino Superior,AP,12,Compras,Analista Senior
2204,022B,David Tolas de Salgado,Masculino,42,Branco,Ensino Medio,MA,3,Recursos Humanos,Analista Pleno
2205,591E,Joao de Lima Brasil Junior,Masculino,44,Pardo,Ensino Superior,GO,8,Vendas,Analista Junior
2206,C824,Manoel Marco de Assis Gabobi,Masculino,32,Pardo,Pos graduacao,ES,9,Vendas,Analista Senior
2207,FB0C,Osvaldo Felipe dos Santos,Masculino,22,Branco,Ensino Superior,MG,5,TI,Gerente
2208,D97D,Luzimara de Abreu,Feminino,27,Pardo,Doutorado,MG,2,Operacoes,Analista Senior
2209,809A,Amalia Carmen Numu Mercado de Lins,Feminino,39,Branco,Ensino Superior,BA,4,Contabilidade,Analista Junior
2210,D40B,Adriano Babiao,Masculino,21,Pardo,Ensino Medio,PR,6,Contabilidade,Analista Pleno
2211,AFAF,Albino Marcelo de Pereira Freire,Masculino,31,Branco,Ensino Superior,MT,10,TI,Analista Senior
2212,9A4F,Joelma de Angola,Feminino,26,Branco,Ensino Superior,PB,3,Administrativo,Analista Junior
2213,4493,Nivaldo Oliver Ximenes,Masculino,32,Branco,Mestrado,PR,5,Administrativo,Analista Senior
2214,A98D,Arthur Criavic Maciel,Masculino,43,Branco,Pos graduacao,BA,0,Marketing,Estagiario
2215,A043,Roberval Everaldo dos Santos de Souza,Masculino,36,Pardo,Pos graduacao,PR,6,Compras,Analista Junior
2216,4570,Flavio Jean de Oliveira Tabirn dos Santos,Masculino,44,Branco,Pos graduacao,AL,4,Vendas,Analista Senior
2217,FCB5,Mikaella Maria Rodrigues,Feminino,25,Preto,Ensino Superior,PI,8,TI,Analista Senior
2218,C284,Pedro Oanao,Masculino,22,Branco,Ensino Superior,RJ,6,Operacoes,Analista Senior
2219,2D5A,Alan Raul de Noronha Vaz Hurnbos,Masculino,32,Pardo,Ensino Medio,AM,3,Operacoes,Analista Junior
2220,0C6F,Rodrigo Milton de Vasconcelos,Masculino,36,Pardo,Ensino Superior,AC,4,Marketing,Analista Senior
2221,B89F,Otaviano Eaman,Masculino,39,Branco,Ensino Superior,RJ,9,Contabilidade,Analista Junior
2222,BBB0,Joao Klya,Masculino,36,Pardo,Ensino Superior,AP,6,Contabilidade,Gerente
2223,959A,Estevao da Silva,Masculino,23,Pardo,Pos graduacao,PR,4,Administrativo,Gerente
2224,6175,Edu de Linhares Pligirn,Masculino,28,Preto,Ensino Superior,RS,0,Compras,Analista Pleno
2225,5659,Jorge Bruno Yomapo Gomes,Masculino,22,Pardo,Mestrado,SP,5,TI,Analista Junior
2226,B54C,Alex Kori do Vale Gomes,Masculino,35,Branco,Doutorado,RJ,12,Vendas,Analista Junior
2227,4199,Janaina Genir Firan,Feminino,40,Branco,Ensino Superior,RR,11,Administrativo,Analista Senior
2228,55EE,Telma Shirley dos Santos,Feminino,31,Pardo,Pos graduacao,AC,3,Recursos Humanos,Analista Senior
2229,DA45,Tomaz Esky Ferraz,Masculino,33,Branco,Ensino Superior,AP,7,Vendas,Gerente
2230,9764,Andre de Santana Martinez,Masculino,20,Pardo,Mestrado,SP,,Desenvolvimento de Produtos,Analista Senior
2231,4230,Karl da Conceicao,Masculino,21,Pardo,Ensino Superior,SC,5,Desenvolvimento de Produtos,Analista Junior
2232,FC9B,Saulo Mauricio Clijo da Silva,Masculino,21,Pardo,Ensino Superior,RS,4,Vendas,Analista Junior
2233,AC1B,Augusto da Silva de Araujo,Masculino,25,Branco,Ensino Superior,DF,3,TI,Analista Pleno
2234,9833,Kim de Carvalho Estrada Junior,Masculino,20,Pardo,Doutorado,MG,10,Administrativo,Analista Senior
2235,FCB7,Aecio Breho,Masculino,48,Branco,Ensino Superior,MT,11,TI,Analista Junior
2236,64BA,Otaviano Nicolas de Salvador Brilsuz,Masculino,28,Branco,Ensino Superior,AM,12,Marketing,Analista Junior
2237,A312,Jardel Nicolau Ornnizpenov,Masculino,32,Branco,Ensino Superior,RS,4,Compras,Analista Senior
2238,0E9D,Fatima Cladosalbinvic,Feminino,49,Pardo,Ensino Superior,DF,4,Administrativo,Analista Senior
2239,2C74,Walter Hildebrando Detsu Merua,Masculino,20,Pardo,Ensino Superior,AM,12,TI,Gerente
2240,455E,Nilo Jackson Yzemboson Lopes,Masculino,48,Pardo,Ensino Superior,PR,10,TI,Analista Junior
2241,D08D,Rai Dionisio de Toledo,Masculino,27,Branco,Ensino Superior,SP,2,Marketing,Analista Pleno
2242,B8B9,Bartolomeu Marques de Albuquerque,Masculino,22,Branco,Ensino Superior,SP,7,Recursos Humanos,Analista Senior
2243,9B7A,Andre Denis de Souza Enel,Masculino,21,Pardo,Pos graduacao,PI,6,Recursos Humanos,Analista Senior
2244,4350,Clara de Medeiros,Feminino,46,Pardo,Mestrado,MG,8,Desenvolvimento de Produtos,Gerente
2245,5907,Alex Gusunyzel de Parreira,Masculino,34,Branco,Pos graduacao,RJ,5,Desenvolvimento de Produtos,Analista Junior
2246,1EAA,Benedito Umphiel Junior,Masculino,44,Pardo,Ensino Superior,MG,6,Compras,Analista Senior
2247,4863,Dante Mone,Masculino,20,Preto,Ensino Superior,SP,8,Operacoes,Analista Junior
2248,049F,Eliomar de Barbosa Emneies,Feminino,40,Pardo,Ensino Superior,SP,8,Administrativo,Analista Senior
2249,FF3D,Juan Otaviano Yean,Masculino,35,Branco,Ensino Superior,CE,5,Marketing,Estagiario
2250,C045,Marli Mapa,Feminino,23,Branco,Ensino Superior,SP,3,Vendas,Estagiario
2251,44C8,Mel Guerra de Godoy,Feminino,41,Pardo,Ensino Superior,SC,4,Vendas,Analista Pleno
2252,7583,Fabricio Oliver de Rezende da Encarnacao,Masculino,38,Branco,Ensino Superior,AM,5,Desenvolvimento de Produtos,Analista Junior
2253,81D2,Tulio Domingos Delisuo de Borges,Masculino,32,Pardo,Ensino Superior,SC,2,Vendas,Analista Pleno
2254,DAF6,Alisson Lino de Bueno Valverde Neto,Masculino,22,Branco,Ensino Superior,PB,0,Operacoes,Diretor
2255,C91D,Abilio Rai de Barbosa Trozryman,Masculino,22,Preto,Ensino Superior,AP,3,Recursos Humanos,Analista Pleno
2256,32EE,Breno Fiosazpinao,Masculino,52,Branco,Ensino Superior,SP,8,Desenvolvimento de Produtos,Analista Junior
2257,8784,Wagner Mario da Silva,Masculino,31,Branco,Mestrado,SE,7,Compras,Analista Junior
2258,2B24,Vera de Souza Gomes,Feminino,26,Branco,Ensino Superior,PB,4,Recursos Humanos,Analista Pleno
2259,9F0B,Paulo Toninho da Silva,Masculino,29,Pardo,Ensino Superior,MA,-3,Contabilidade,Analista Junior
2260,77AD,Olimpia de Macedo,Feminino,31,Branco,Ensino Superior,RJ,8,Contabilidade,Analista Junior
2261,60DE,Eugenio Sandro Fragoso da Silva,Masculino,22,Pardo,Doutorado,AC,9,Desenvolvimento de Produtos,Analista Junior
2262,F868,Murilo Rodolfo da Cruz de Noronha Teles,Masculino,31,Branco,Ensino Superior,RS,3,Desenvolvimento de Produtos,Analista Senior
2263,47F7,Alexandre Furebelgre da Silva Fragoso Terceiro,Masculino,28,Branco,Ensino Superior,AM,5,TI,Analista Pleno
2264,077C,Bella Meo,Feminino,36,Branco,Ensino Medio,SC,11,Contabilidade,Analista Senior
2265,2B9E,Thais Bianca de Drummond Guerra Neniadel,Feminino,25,Branco,Ensino Superior,MS,1,Contabilidade,Estagiario
2266,4707,Cesar Otto da Cruz Branco dos Santos Junior,Masculino,28,Branco,Ensino Superior,ES,3,Vendas,Analista Junior
2267,C247,Jenny Eva da Silva,Feminino,36,Preto,Ensino Superior,RR,3,Vendas,Analista Junior
2268,977A,Augusto Eustaquio de Noronha,Masculino,54,Branco,Mestrado,MA,0,Desenvolvimento de Produtos,Analista Pleno
2269,EDD6,Joao Edson Sirizfe Rosatto,Masculino,27,Pardo,Ensino Superior,PI,9,TI,Analista Pleno
2270,2B54,Willian Ederson Eorndoman de Antunes,Masculino,43,Pardo,Ensino Superior,PA,5,Vendas,Analista Senior
2271,7876,Samuel Weber,Masculino,34,Pardo,Pos graduacao,SP,3,Administrativo,Analista Pleno
2272,9B85,Giovanni Toninho Roapobro,Masculino,48,Pardo,Pos graduacao,PR,4,Vendas,Estagiario
2273,1F58,Rodolfo Everaldo de Osorio,Masculino,34,Pardo,Ensino Medio,MA,8,Desenvolvimento de Produtos,Analista Junior
2274,5953,Bento Joao dos Santos de Teixeira,Masculino,27,Branco,Pos graduacao,SP,5,Recursos Humanos,Estagiario
2275,80ED,Patrick Fortes,Masculino,29,Pardo,Ensino Superior,SP,4,Desenvolvimento de Produtos,Analista Junior
2276,B80D,"A,ngelo de Maia Pliro Junior",Masculino,22,Pardo,Ensino Superior,MA,1,Vendas,Analista Junior
2277,8B1B,Giovanni de Brito,Masculino,48,Pardo,Ensino Superior,MT,6,Vendas,Estagiario
2278,C04C,Otavia Eleonora de Diniz,Feminino,20,Pardo,Ensino Superior,AL,6,Desenvolvimento de Produtos,Gerente
2279,8F8E,Marcio Marlon de Barbosa Oscotas Nunes,Masculino,37,Preto,Ensino Superior,RJ,4,TI,Analista Pleno
2280,539B,Zenaide Talita de Lemos,Feminino,28,Branco,Ensino Superior,PB,6,Operacoes,Analista Pleno
2281,887D,Martinho Artur Belnacreson,Masculino,37,Pardo,Mestrado,RO,4,Marketing,Analista Junior
2282,32F7,Janio dos Santos Lernosao,Masculino,35,Pardo,Pos graduacao,AL,10,Operacoes,Analista Pleno
2283,6C4E,Helena Rosilda da Silva Botsushiki,Feminino,25,Branco,Pos graduacao,AC,7,Contabilidade,Analista Pleno
2284,0B69,Breno Benjamin do Vale,Masculino,37,Pardo,Mestrado,CE,6,Administrativo,Gerente
2285,CB1A,Marco Ramon de Paiva,Masculino,24,Preto,Ensino Superior,RJ,6,TI,Analista Junior
2286,B6DE,Jorge da Paixao,Masculino,29,Branco,Ensino Superior,SP,5,Contabilidade,Analista Senior
2287,0DD4,Jose Demilson da Mata,Masculino,35,Preto,Ensino Medio,BA,5,Vendas,Analista Senior
2288,2497,Aldo de Garcia Junior,Masculino,20,Pardo,Ensino Superior,SE,5,Contabilidade,Estagiario
2289,D4C3,Amelia Laila da Silva,Feminino,20,Branco,Ensino Superior,AC,0,Desenvolvimento de Produtos,Analista Junior
2290,FEEE,Suzanne de Figueira Guedes,Feminino,33,Branco,Ensino Superior,SE,6,Compras,Estagiario
2291,24C2,Isaias de Pereira,Masculino,48,Pardo,Ensino Medio,TO,3,Vendas,Analista Junior
2292,ADAC,Gabrielle Eleriane da Silva,Feminino,19,Pardo,Ensino Superior,SE,9,Administrativo,Analista Pleno
2293,8D7C,Quirino Frederico Suyu de Souza,Masculino,25,Pardo,Mestrado,SC,1,Compras,Analista Pleno
2294,AF70,Bento de Osorio,Masculino,21,Branco,Ensino Superior,PE,4,Desenvolvimento de Produtos,Analista Junior
2295,7724,Marcela dos Santos da Paixao,Feminino,31,Pardo,Ensino Superior,DF,5,Recursos Humanos,Analista Pleno
2296,0AFB,Dario de Lemos Inam,Masculino,22,Branco,Ensino Superior,BA,2,Operacoes,Estagiario
2297,2DD9,Rafael Ezie,Masculino,25,Pardo,Doutorado,AL,3,Recursos Humanos,Analista Senior
2298,7C41,Lucio de Arruda Neto,Masculino,33,Branco,Ensino Superior,RN,,Contabilidade,Analista Pleno
2299,7BB9,Gilberto Cleberson de Osorio Torres Pininibi Junior,Masculino,24,Pardo,Ensino Superior,RO,0,Vendas,Analista Senior
2300,5DDF,Luan Giuseppe de Cardozo,Masculino,44,Pardo,Ensino Superior,SP,4,Marketing,Analista Pleno
2301,C326,Mariana de Meireles,Feminino,45,Amarelo,Doutorado,RS,2,Recursos Humanos,Gerente
2302,AADB,A%0rica Manuela da Silva,Feminino,32,Pardo,Ensino Superior,TO,5,Marketing,Analista Senior
2303,DCE1,Jaziel de Sa Raliman,Masculino,38,Pardo,Ensino Superior,RS,9,Recursos Humanos,Analista Junior
2304,0B85,Cirilo Aloisio Gicryo dos Santos,Masculino,26,Branco,Ensino Superior,SP,6,Compras,Gerente
2305,1396,Eduardo Elias de Barros,Masculino,44,Branco,Ensino Superior,RJ,12,Vendas,Analista Senior
2306,871F,Magali A%0rica Pagoworu,Feminino,33,Pardo,Ensino Superior,PB,3,Marketing,Gerente
2307,0600,Alessandre Mibiao,Masculino,49,Branco,Ensino Superior,PI,6,Marketing,Gerente
2308,AECD,Rosimeire Christie Deppevic de Alvarenga,Feminino,31,Branco,Ensino Superior,AC,8,Compras,Analista Pleno
2309,8EEE,Reinaldo Renato Fupusu Sicaer,Masculino,33,Pardo,Mestrado,RS,6,Vendas,Analista Junior
2310,997D,Jesus de Lacerda,Masculino,40,Branco,Ensino Superior,RJ,7,Compras,Analista Junior
2311,0DBF,Heloisa Paim do Parana,Feminino,19,Pardo,Ensino Superior,AC,1,Marketing,Analista Senior
2312,E051,Fatima Goszuflo,Feminino,33,Pardo,Ensino Superior,GO,9,Vendas,Analista Junior
2313,C462,Breno Hanemo,Masculino,24,Pardo,Mestrado,RS,7,Vendas,Estagiario
2314,60E6,Lais Gilmara da Silva Milani,Feminino,24,Branco,Ensino Superior,GO,8,Recursos Humanos,Analista Pleno
2315,B325,Aureo Manuel dos Santos de Magalhaes,Masculino,35,Branco,Ensino Superior,RR,4,Desenvolvimento de Produtos,Estagiario
2316,01DB,Anna Suzanne Gomes,Feminino,28,Branco,Ensino Superior,MS,6,Desenvolvimento de Produtos,Analista Junior
2317,A6A8,Frederico Francisco Jolci,Masculino,32,Branco,Ensino Superior,MG,10,Vendas,Analista Senior
2318,D737,Antonio Agarner Dazuez,Masculino,36,Pardo,Pos graduacao,BA,7,TI,Analista Junior
2319,4DB2,Rai de Gusmao Olas Enuozan,Masculino,25,Branco,Ensino Superior,MT,7,Operacoes,Analista Pleno
2320,AF6E,Rivaldo da Silva Junior,Masculino,34,Preto,Ensino Medio,CE,5,Recursos Humanos,Analista Pleno
2321,0586,Jair de Simoes,Masculino,21,Branco,Ensino Superior,PR,0,Contabilidade,Analista Junior
2322,D646,Barnabe Aoizam de Salvador,Masculino,33,Pardo,Ensino Superior,CE,10,Vendas,Analista Senior
2323,9114,Edivaldo de Moreira,Masculino,24,Branco,Ensino Superior,MA,2,Marketing,Gerente
2324,566E,Samuel Orlando de Lima,Masculino,24,Branco,Ensino Superior,AM,5,Administrativo,Analista Junior
2325,96E4,Laerte de Aguiar,Masculino,24,Branco,Mestrado,MT,0,Recursos Humanos,Analista Pleno
2326,EC72,Cesar de Miranda,Masculino,25,Pardo,Doutorado,RN,8,Desenvolvimento de Produtos,Analista Senior
2327,0420,Beatriz de Leite,Feminino,39,Pardo,Ensino Superior,PA,2,Contabilidade,Analista Junior
2328,C272,Aloisio Hercules Zozu,Masculino,50,Pardo,Mestrado,MS,1,Marketing,Analista Junior
2329,80D1,Eric Jair Syelman de Souza,Masculino,54,Branco,Ensino Superior,MG,12,Administrativo,Analista Junior
2330,BB91,Heron da Silva Prozpeyman,Masculino,20,Pardo,Mestrado,MG,4,Contabilidade,Analista Pleno
2331,E826,Jose Nicolau Piaemi da Silva Pinhao,Masculino,30,Preto,Ensino Superior,RS,5,Compras,Analista Senior
2332,64BF,Jair Vaz,Masculino,20,Pardo,Doutorado,MG,5,Administrativo,Analista Senior
2333,04A9,Felipe Alessandre Dekarnbuchyson de Bezerra Junior,Masculino,33,Pardo,Ensino Superior,DF,1,TI,Analista Senior
2334,83E4,Kim Edinaldo Seixas,Masculino,21,Branco,Ensino Superior,SC,4,Desenvolvimento de Produtos,Analista Pleno
2335,4C1A,Bartolomeu Ali de Ferraz,Masculino,35,Pardo,Ensino Superior,BA,5,Contabilidade,Analista Pleno
2336,9D6F,Isac Ademar Clelnuson de Noronha,Masculino,36,Pardo,Ensino Superior,SE,7,Contabilidade,Analista Senior
2337,5875,Gabriela Suely Dutra da Silva,Feminino,43,Pardo,Ensino Superior,MG,7,Recursos Humanos,Analista Pleno
2338,1B6B,Walter Fabio de Angola,Masculino,19,Preto,Ensino Superior,MA,10,Compras,Analista Pleno
2339,5E3A,Francisco Iuson Junior,Masculino,31,Branco,Ensino Superior,RS,8,Recursos Humanos,Analista Junior
2340,8C0A,Eustaquio Walter Branco Junior,Masculino,35,Pardo,Doutorado,RS,4,Administrativo,Analista Junior
2341,C135,Isabela Gomes,Feminino,27,Pardo,Ensino Superior,CE,,Contabilidade,Gerente
2342,A535,Monica Agureke Mamitoze,Feminino,34,Branco,Pos graduacao,SP,8,Contabilidade,Analista Pleno
2343,FE71,Wilson Shiu de Junqueira,Masculino,23,Preto,Ensino Superior,RS,7,TI,Analista Junior
2344,6F24,Fabiana Camara,Feminino,47,Preto,Ensino Superior,MA,1,Marketing,Analista Junior
2345,6CCD,Adriano Mariano de Leao,Masculino,33,Pardo,Ensino Superior,RJ,6,Administrativo,Analista Junior
2346,7278,Yasmin Famuman de Oliveira dos Santos,Feminino,25,Branco,Ensino Superior,RR,11,Operacoes,Analista Junior
2347,A923,Marlene Clara de Oliveira da Luz,Feminino,22,Branco,Mestrado,CE,8,TI,Analista Pleno
2348,A715,Paulo Augusto do Amaral Cazo Junior,Masculino,24,Pardo,Pos graduacao,AM,6,Vendas,Analista Pleno
2349,8D21,Roberval Wilson Castelo Branco,Masculino,36,Branco,Ensino Superior,PA,7,Vendas,Analista Junior
2350,72BC,Flavio Francisco Branco Hinagio de Figueira,Masculino,39,Branco,Mestrado,RO,6,TI,Analista Senior
2351,6EA0,Eva Asrsula de Martins Torres,Feminino,22,Preto,Ensino Superior,ES,,Contabilidade,Gerente
2352,0CF7,Marina Souto de Figueira,Feminino,19,Branco,Mestrado,SC,10,Desenvolvimento de Produtos,Analista Junior
2353,2596,Rodrigo da Silva,Masculino,33,Pardo,Ensino Superior,RJ,3,Compras,Analista Junior
